"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.UEM.TOTL.FE.NE.ZS","Unemployment, female (% of female labor force) (national estimate)","Unemployment refers to the share of the labor force that is without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.","International Labour Organization. “Labour Force Statistics database (LFS)” ILOSTAT. Accessed May 21, 2024. https://ilostat.ilo.org/data/.",
